metrics,query,galago,anserini,galago_best,anserini_best,abs_diff
recall_40,enwiki:Antimicrobial%20resistance/Applications,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Applications,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Causes,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Antimicrobial%20resistance/Causes,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Causes,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Antimicrobial%20resistance/Causes,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Causes,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Causes,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Causes/Environmental,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Antimicrobial%20resistance/Causes/Environmental,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Causes/Environmental,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Antimicrobial%20resistance/Causes/Environmental,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Causes/Environmental,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Causes/Environmental,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Causes/Human%20medicine,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Antimicrobial%20resistance/Causes/Human%20medicine,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Causes/Human%20medicine,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Antimicrobial%20resistance/Causes/Human%20medicine,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Causes/Human%20medicine,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Causes/Human%20medicine,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Causes/Natural%20occurrence,0.002,0.0062,-0.0042,0.0042,0.0042
Rprec,enwiki:Antimicrobial%20resistance/Causes/Natural%20occurrence,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Causes/Natural%20occurrence,0.002,0.0062,-0.0042,0.0042,0.0042
P_20,enwiki:Antimicrobial%20resistance/Causes/Natural%20occurrence,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Causes/Natural%20occurrence,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Causes/Natural%20occurrence,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Causes/United%20States,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Antimicrobial%20resistance/Causes/United%20States,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Causes/United%20States,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Antimicrobial%20resistance/Causes/United%20States,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Causes/United%20States,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Causes/United%20States,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Causes/Veterinary%20medicine,0.0,0.001,-0.001,0.001,0.001
Rprec,enwiki:Antimicrobial%20resistance/Causes/Veterinary%20medicine,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Causes/Veterinary%20medicine,0.0,0.001,-0.001,0.001,0.001
P_20,enwiki:Antimicrobial%20resistance/Causes/Veterinary%20medicine,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Causes/Veterinary%20medicine,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Causes/Veterinary%20medicine,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Definition,0.0455,0.1429,-0.0974,0.0974,0.0974
Rprec,enwiki:Antimicrobial%20resistance/Definition,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Definition,0.0455,0.1429,-0.0974,0.0974,0.0974
P_20,enwiki:Antimicrobial%20resistance/Definition,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Antimicrobial%20resistance/Definition,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Definition,0.0,0.3333,-0.3333,0.3333,0.3333
map,enwiki:Antimicrobial%20resistance/Mechanisms,0.02,0.0425,-0.022500000000000003,0.022500000000000003,0.022500000000000003
Rprec,enwiki:Antimicrobial%20resistance/Mechanisms,0.0,0.2,-0.2,0.2,0.2
recip_rank,enwiki:Antimicrobial%20resistance/Mechanisms,0.1,0.2,-0.1,0.1,0.1
P_20,enwiki:Antimicrobial%20resistance/Mechanisms,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Mechanisms,0.2,0.2,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Mechanisms,0.098,0.1312,-0.03320000000000001,0.03320000000000001,0.03320000000000001
map,enwiki:Antimicrobial%20resistance/Mechanisms/MCR-1,0.0312,0.0139,0.0173,-0.0173,0.0173
Rprec,enwiki:Antimicrobial%20resistance/Mechanisms/MCR-1,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Mechanisms/MCR-1,0.0312,0.0139,0.0173,-0.0173,0.0173
P_20,enwiki:Antimicrobial%20resistance/Mechanisms/MCR-1,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Mechanisms/MCR-1,1.0,0.0,1.0,-1.0,1.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Mechanisms/MCR-1,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Mechanisms/NDM-1,0.0211,0.0417,-0.0206,0.0206,0.0206
Rprec,enwiki:Antimicrobial%20resistance/Mechanisms/NDM-1,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Mechanisms/NDM-1,0.0526,0.1,-0.047400000000000005,0.047400000000000005,0.047400000000000005
P_20,enwiki:Antimicrobial%20resistance/Mechanisms/NDM-1,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Mechanisms/NDM-1,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Mechanisms/NDM-1,0.1086,0.1357,-0.027099999999999985,0.027099999999999985,0.027099999999999985
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Acinetobacter%20baumannii,0.0435,0.0333,0.010199999999999994,-0.010199999999999994,0.010199999999999994
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Acinetobacter%20baumannii,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Acinetobacter%20baumannii,0.0435,0.0333,0.010199999999999994,-0.010199999999999994,0.010199999999999994
P_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Acinetobacter%20baumannii,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Acinetobacter%20baumannii,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Acinetobacter%20baumannii,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Carbapenem-resistant%20Enterobacteriaceae,0.0909,0.0556,0.0353,-0.0353,0.0353
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Carbapenem-resistant%20Enterobacteriaceae,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Carbapenem-resistant%20Enterobacteriaceae,0.0909,0.0556,0.0353,-0.0353,0.0353
P_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Carbapenem-resistant%20Enterobacteriaceae,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Carbapenem-resistant%20Enterobacteriaceae,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Carbapenem-resistant%20Enterobacteriaceae,0.2789,0.2354,0.04349999999999998,-0.04349999999999998,0.04349999999999998
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Clostridium%20difficile,0.0044,0.0033,0.0011000000000000003,-0.0011000000000000003,0.0011000000000000003
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Clostridium%20difficile,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Clostridium%20difficile,0.0192,0.0102,0.008999999999999998,-0.008999999999999998,0.008999999999999998
P_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Clostridium%20difficile,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Clostridium%20difficile,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Clostridium%20difficile,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Drug-resistant%20Campylobacter,0.0025,0.0044,-0.0019000000000000002,0.0019000000000000002,0.0019000000000000002
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Drug-resistant%20Campylobacter,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Drug-resistant%20Campylobacter,0.0025,0.0044,-0.0019000000000000002,0.0019000000000000002,0.0019000000000000002
P_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Drug-resistant%20Campylobacter,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Drug-resistant%20Campylobacter,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Drug-resistant%20Campylobacter,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Klebsiella%20pneumoniae,0.1667,1.0,-0.8333,0.8333,0.8333
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Klebsiella%20pneumoniae,0.0,1.0,-1.0,1.0,1.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Klebsiella%20pneumoniae,0.1667,1.0,-0.8333,0.8333,0.8333
P_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Klebsiella%20pneumoniae,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Klebsiella%20pneumoniae,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Klebsiella%20pneumoniae,0.3562,1.0,-0.6437999999999999,0.6437999999999999,0.6437999999999999
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Multidrug-resistant%20Acinetobacter,1.0,1.0,0.0,0.0,0.0
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Multidrug-resistant%20Acinetobacter,1.0,1.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Multidrug-resistant%20Acinetobacter,1.0,1.0,0.0,0.0,0.0
P_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Multidrug-resistant%20Acinetobacter,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Multidrug-resistant%20Acinetobacter,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Multidrug-resistant%20Acinetobacter,1.0,1.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Mycobacterium%20tuberculosis,0.0568,0.0851,-0.028299999999999992,0.028299999999999992,0.028299999999999992
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Mycobacterium%20tuberculosis,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Mycobacterium%20tuberculosis,0.1667,0.25,-0.08330000000000001,0.08330000000000001,0.08330000000000001
P_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Mycobacterium%20tuberculosis,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Mycobacterium%20tuberculosis,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Mycobacterium%20tuberculosis,0.1672,0.2021,-0.034900000000000014,0.034900000000000014,0.034900000000000014
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Neisseria%20gonorrhoeae,0.0089,0.0084,0.0005000000000000004,-0.0005000000000000004,0.0005000000000000004
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Neisseria%20gonorrhoeae,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Neisseria%20gonorrhoeae,0.0227,0.0164,0.0063,-0.0063,0.0063
P_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Neisseria%20gonorrhoeae,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Neisseria%20gonorrhoeae,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Neisseria%20gonorrhoeae,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Pseudomonas%20aeruginosa,0.008,0.0217,-0.0137,0.0137,0.0137
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Pseudomonas%20aeruginosa,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Pseudomonas%20aeruginosa,0.008,0.0217,-0.0137,0.0137,0.0137
P_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Pseudomonas%20aeruginosa,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Pseudomonas%20aeruginosa,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Pseudomonas%20aeruginosa,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Salmonella%20and%20E.%20coli,0.0667,0.0677,-0.0010000000000000009,0.0010000000000000009,0.0010000000000000009
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Salmonella%20and%20E.%20coli,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Salmonella%20and%20E.%20coli,0.2,0.2,0.0,0.0,0.0
P_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Salmonella%20and%20E.%20coli,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Salmonella%20and%20E.%20coli,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Salmonella%20and%20E.%20coli,0.1815,0.1815,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Staphylococcus%20aureus,0.0094,0.035,-0.025600000000000005,0.025600000000000005,0.025600000000000005
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Staphylococcus%20aureus,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Staphylococcus%20aureus,0.0169,0.0714,-0.05450000000000001,0.05450000000000001,0.05450000000000001
P_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Staphylococcus%20aureus,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Staphylococcus%20aureus,0.0,0.5,-0.5,0.5,0.5
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Staphylococcus%20aureus,0.0,0.0999,-0.0999,0.0999,0.0999
map,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Streptococcus%20and%20Enterococcus,0.0034,0.0086,-0.0052,0.0052,0.0052
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Streptococcus%20and%20Enterococcus,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Streptococcus%20and%20Enterococcus,0.0081,0.02,-0.0119,0.0119,0.0119
P_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Streptococcus%20and%20Enterococcus,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Streptococcus%20and%20Enterococcus,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Bacteria/Streptococcus%20and%20Enterococcus,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Organisms/Fungi,0.0017,0.0041,-0.0024000000000000002,0.0024000000000000002,0.0024000000000000002
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Fungi,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Fungi,0.0034,0.0082,-0.0048000000000000004,0.0048000000000000004,0.0048000000000000004
P_20,enwiki:Antimicrobial%20resistance/Organisms/Fungi,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Fungi,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Fungi,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Organisms/Parasites,0.0009,0.0022,-0.0013000000000000002,0.0013000000000000002,0.0013000000000000002
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Parasites,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Parasites,0.0014,0.003,-0.0016,0.0016,0.0016
P_20,enwiki:Antimicrobial%20resistance/Organisms/Parasites,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Parasites,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Parasites,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Organisms/Viruses,0.0022,0.0016,0.0006000000000000001,-0.0006000000000000001,0.0006000000000000001
Rprec,enwiki:Antimicrobial%20resistance/Organisms/Viruses,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Organisms/Viruses,0.0018,0.0032,-0.0014000000000000002,0.0014000000000000002,0.0014000000000000002
P_20,enwiki:Antimicrobial%20resistance/Organisms/Viruses,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Organisms/Viruses,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Organisms/Viruses,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Prevention/Animal%20use/Europe,0.0526,0.0909,-0.038299999999999994,0.038299999999999994,0.038299999999999994
Rprec,enwiki:Antimicrobial%20resistance/Prevention/Animal%20use/Europe,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Prevention/Animal%20use/Europe,0.0526,0.0909,-0.038299999999999994,0.038299999999999994,0.038299999999999994
P_20,enwiki:Antimicrobial%20resistance/Prevention/Animal%20use/Europe,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Prevention/Animal%20use/Europe,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Prevention/Animal%20use/Europe,0.2314,0.2789,-0.04749999999999999,0.04749999999999999,0.04749999999999999
map,enwiki:Antimicrobial%20resistance/Prevention/Animal%20use/United%20States,0.0019,0.0023,-0.00039999999999999996,0.00039999999999999996,0.00039999999999999996
Rprec,enwiki:Antimicrobial%20resistance/Prevention/Animal%20use/United%20States,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Prevention/Animal%20use/United%20States,0.0076,0.009,-0.0013999999999999993,0.0013999999999999993,0.0013999999999999993
P_20,enwiki:Antimicrobial%20resistance/Prevention/Animal%20use/United%20States,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Prevention/Animal%20use/United%20States,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Prevention/Animal%20use/United%20States,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Prevention/Antibiotic%20usage,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Antimicrobial%20resistance/Prevention/Antibiotic%20usage,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Prevention/Antibiotic%20usage,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Antimicrobial%20resistance/Prevention/Antibiotic%20usage,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Prevention/Antibiotic%20usage,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Prevention/Antibiotic%20usage,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Prevention/Duration%20of%20antibiotics,0.0016,0.0028,-0.0012,0.0012,0.0012
Rprec,enwiki:Antimicrobial%20resistance/Prevention/Duration%20of%20antibiotics,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Prevention/Duration%20of%20antibiotics,0.0016,0.0028,-0.0012,0.0012,0.0012
P_20,enwiki:Antimicrobial%20resistance/Prevention/Duration%20of%20antibiotics,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Prevention/Duration%20of%20antibiotics,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Prevention/Duration%20of%20antibiotics,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Prevention/Monitoring,0.3333,0.0556,0.2777,-0.2777,0.2777
Rprec,enwiki:Antimicrobial%20resistance/Prevention/Monitoring,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Prevention/Monitoring,0.3333,0.0556,0.2777,-0.2777,0.2777
P_20,enwiki:Antimicrobial%20resistance/Prevention/Monitoring,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Prevention/Monitoring,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Prevention/Monitoring,0.5,0.2354,0.2646,-0.2646,0.2646
map,enwiki:Antimicrobial%20resistance/Prevention/Strategies,0.0117,0.0201,-0.0084,0.0084,0.0084
Rprec,enwiki:Antimicrobial%20resistance/Prevention/Strategies,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Prevention/Strategies,0.0769,0.125,-0.048100000000000004,0.048100000000000004,0.048100000000000004
P_20,enwiki:Antimicrobial%20resistance/Prevention/Strategies,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Prevention/Strategies,0.1429,0.1429,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Prevention/Strategies,0.0722,0.0867,-0.014499999999999999,0.014499999999999999,0.014499999999999999
map,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Alternating%20therapy,0.0029,0.0058,-0.0029,0.0029,0.0029
Rprec,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Alternating%20therapy,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Alternating%20therapy,0.0029,0.0058,-0.0029,0.0029,0.0029
P_20,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Alternating%20therapy,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Alternating%20therapy,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Alternating%20therapy,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Development%20of%20new%20drugs,0.0031,0.0045,-0.0013999999999999998,0.0013999999999999998,0.0013999999999999998
Rprec,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Development%20of%20new%20drugs,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Development%20of%20new%20drugs,0.0051,0.0061,-0.001,0.001,0.001
P_20,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Development%20of%20new%20drugs,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Development%20of%20new%20drugs,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Development%20of%20new%20drugs,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Vaccines,0.0179,0.025,-0.007100000000000002,0.007100000000000002,0.007100000000000002
Rprec,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Vaccines,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Vaccines,0.0357,0.05,-0.0143,0.0143,0.0143
P_20,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Vaccines,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Vaccines,0.5,0.5,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Prevention/Strategies/Vaccines,0.0,0.1396,-0.1396,0.1396,0.1396
map,enwiki:Antimicrobial%20resistance/Prevention/World%20Health%20Organization,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Antimicrobial%20resistance/Prevention/World%20Health%20Organization,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Prevention/World%20Health%20Organization,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Antimicrobial%20resistance/Prevention/World%20Health%20Organization,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Antimicrobial%20resistance/Prevention/World%20Health%20Organization,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Antimicrobial%20resistance/Prevention/World%20Health%20Organization,0.0,0.0,0.0,0.0,0.0
map,enwiki:Antimicrobial%20resistance/Society%20and%20culture,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Antimicrobial%20resistance/Society%20and%20culture,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Antimicrobial%20resistance/Society%20and%20culture,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Antimicrobial%20resistance/Society%20and%20culture,0.0,0.0,0.0,0.0,0.0
